Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
,726,Nekojima,R,ADR,ADR,,,,,,38,2,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Adultes,,,,
,727,Unlock ! Risky Adventures,R,ENQ,ENQ,,,,,,35,2,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
,728,Escape Box Zombie,R,ENQ,ENQ,,,,,,15,1,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
,729,critical  fondation saison 2,R,COO,EXP,,,,,,27,2,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
ok,730,SEA SALT & PAPER,R,HAS,HAS,,,,,,12,1,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
,731,Sky Team,R,HAS,HAS,,,,,,31,2,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
,732,Foret Mixte,R,ASS,ASS,,,,,,30,2,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
,733,Numbers Up,R,ADR,ADR,,,,,,30,2,,,,,,14-04-2024,,,,,,,,,,,,,2024-2025,Adultes,,,,
ok,734,ECLAIRTOUT,R,PAR,PAR,neuf,6+,15 min,1-5,,25,2,,,,,,04-11-2025,,,,,,,,,,,,,2024-2025,Enfants,,"1 régle, 5 plateaux, 1 sablier, 5 compteurs, 5 lampes de poche carton, 60 cartes recherche, 5 pions, 1 dé lune, 7 jetons eclair, 1 pions lune, 1 poster, variantes : 4 jetons quadrant, 5 cartes quadrant, 1 jeton défi.",04/11/2025,https://www.youtube.com/watch?v=FG_TL7Z1J3o
ok,735,File Filou!,R,PAR,PAR,neuf,3+,15 min,2-4,,23,2,,,,,,05-03-2025,,,,,,,,,,,,1 buisson abimé,2024-2025,Enfants,,"1 regle, 1 plateau, 12 animaux, 4 chemin, 1 loup, 1 dé",06/11/2025,
,736,Chateau Combo,R,COM,COM,,,,,,20,2,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,737,Planche des pirates,R,REF,REF,,,,,,29,2,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Enfants,,,,
,738,Bomb buster,R,ENQ,ENQ,,,,,,35,2,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,739,Akropolis - Athena ext,R,REF,REF,,,,,,13,1,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,740,CAPTAIN FLIP,R,COM,COM,,,,,,27,2,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,741,The Crew - Mission sous-marine,R,COO,EXP,,,,,,17,1,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,742,Ekko,R,ASS,ASS,,,,,,15,1,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
ok,743,Terraforming mars,R,REF,REF,,,,,,45,3,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
,744,Dune Imperium - Insurection,R,REF,REF,,,,,,62.9,3,,,,,,05-03-2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
ok,745,Perfect Words,R,EXP,EXP,neuf,10+,20 min,2-6,,24,2,,,247,44*44,,05-03-2025,,,,Christine Alcouffe,,Paul-Henri Argiot,,Tiki editions,,,,nommé as d'or cannes 2024,2024-2025,Adultes,,"7 tuiles fléche, 10 jetons coquillage, 2 tuiles quitte ou double, 247 cartes mot (200 cartes mer et 47 cartes crabe), 1 bloc-notes, 6 crayons.",08/03/2025,https://www.youtube.com/watch?v=ijIMPX3_4iU
,746,Harmonies,R,ASS,ASS,neuf,10+,30 min,1-4,,36,2,,,46,70*120,,05-03-2025,,,,Maeva Da Sylva,,Johan Benvenuto,,Libellud,,,,,2024-2025,Adultes,,"1 sac en tissu, 1 plateau central,4 plateau personnel, 4 carte aide de jeu, 120 jetons, 75 cubes animaus, 4 cubes esprits de la nature, 32 cartes animal, 10 cartes esprit de la nature, 1 bloc de score, 1 livret de regle, 23 jetons bleu, 23 jetons gris, 21 jetons marron, 19 jetons verts, 19 jetons jaunes, 15 jetons rouges.",08/03/2025,https://www.youtube.com/watch?v=7VIU4vw3kSw
,747,Loot,R,REF,REF,neuf,10+,35 min,2-4,,29,2,,,,,,05-03-2025,,,,Naiade,,Charles Chevalier et Laurent Escoffier,,Gigamic,,,,,2024-2025,Adultes,,"4tuiles térritoire, 43 tuiles batiment, 12 boucliers, 15 tuiles  chantier, 1 bloc de score, 4 fjords, 52 viking, 1 tuile trophée, 1 tuile mer, 1 sac en tissu, 5 trophés, 90 ressources, 30 drakkars, 1 livre de regles",08/03/2025,https://www.youtube.com/watch?v=Q0MfClq7DUU
,748,Link City,R,ASS,ASS,,,,,,18.5,1,,,,,,,,,,,,,,,,,,,2024-2025,Adultes,,,,
,749,Cascadia Rolling,R,REF,REF,neuf,10+,15-30 min,1-4,,27,2,,,42,"68*44(12), 70*120(30)",,05-03-2025,,,,Beth Sobel,,Randy Flynn,,,,,,,2024-2025,Adultes,,"3 dés centraux, 1 dés central spécial, 8 dés personnels, 4 cartes avantage débutant, 8 cartes avantage expert, 30 cartes habitat, 64 feuilles invertaire, 64 feuilles environnement, 4 aides de jeu, 1 livret de régles.",08/03/2025,https://www.youtube.com/watch?v=xGQDH-jZia0
ok,750,PatchWork,R,ASS,ASS,neuf,8+,30 min,1-2,,25.5,2,,,24,92*60,,05-03-2025,,,,"Carie Cantweel, Cecilia Mok",,Uwe Rosenberg,,Lookout game,,,,,2024-2025,Adultes,,"1 plateau chrono, 2 plateau couverture, 1 pion neutre, 2 pions chrono vert et rouge, 24 cartes, 5 tuiles de cuir, 1 tuiles bonus, 33 tuiles de tissu, 32 jetons 1 bouton, 12 jetons 5 boutons, 5 jetons 10 boutons, 1 jetons 20 boutons.",08/03/2025,https://www.youtube.com/watch?v=MtGR-9ITlNM
ok,751,Fortissimo !,R,COM,COM,neuf,6+,20 min,2-4,médieval,13,1,,,49,,,09-06-2025,,,,Maciej Srymanowicz,,Dominique Ehrthard,,Tiki edition,,,,,2024-2025,Adultes,,"45 cartes rampart, 4 cartes départ",09/06/2025,https://www.youtube.com/watch?v=dEjAuRduwcA&ab_channel=Ludovox
ok,752,Enquete express,R,ENQ,ENQ,neuf,10+,30 min,2-6,enquete,15,1,,,74,,,09-06-2025,,,,Eliot Trouttel; Claire Conan; Audrey Vellard,,Antonin Boccara,,Blam,,,,,2024-2025,Adultes,,"3*28 cartes, 3 livrets réponse, 1 régle",09/06/2025,https://www.youtube.com/watch?v=OKcE1pV7X18&ab_channel=Ludovox
ok,753,Champions !,R,EXP,EXP,bon,10+,30 min,3-8,,20,2,,,126,,Don ludo,09-06-2025,,,,,,Gregoire Largey; Franck Crittin; Sebastien Pauchon,,Repos production,,,,,2024-2025,Adultes,,"110 cartes duel, 8 plateaux, 16 cartes vote (8 par couleur), 8 fiches perso, 8 marqueurs, 8 tuiles concurrent, 1 régles.",09/06/2025,https://www.youtube.com/watch?v=dLb6nlVjPt8&ab_channel=ReposProduction
ok,754,Win !,R,EXP,EXP,bon,8+,25 min,3-6,,13,1,,,220,,Don ludo,09-06-2025,,,,Mathieu Beaulieu,,Jeff Siadeck,,Fun Forge,,,,,2024-2025,Adultes,,"100 cartes perso, 100 cartes épreuve, 20 cartes vote, 1 sablier, 1 regle",09/06/2025,
ok,755,mille bornes (pocket),R,COM,COM,neuf,6+,20 min,2-8,,13.95,1,,,110,,,01-05-2025,,,,,,,,Dujardin,,,,boite abimée,2024-2025,Enfants,,"106 cartes, 4 cartes mémo, 1 regle",15/06/2025,https://www.youtube.com/watch?v=yvd1OtUoTEg&ab_channel=LesjeuxdeFifi
ok,756,The Gang,R,COO,EXP,neuf,8+,30-40 min,4-7,western,19.95,1,,,110,,,01-05-2025,,,,Alessandro Pierangelini,,Emiliano Sciarra,,DV games,,,,,2024-2025,Adultes,,"7 cartes rôle, 16 cartes perso, 80 cartes de jeu, 7 cartes résumé, 7 plateaux individuels, 30 balles, 1 regle.",15/06/2025,https://www.youtube.com/watch?v=9lv-xSfEe0A&ab_channel=Ludovox
ok,757,cabanga,R,COM,COM,neuf,8+,20 min,3-6,,15.5,1,,,84,,,01-05-2025,,,,Kreativbunker,,Michael Modler,,Gigamic,,,,,2024-2025,Adultes,,"4 cartes rangée, 8 cartes de départ, 72 cartes nombre, 1 régle",15/06/2025,https://www.youtube.com/watch?v=_B3iviVgsAY&ab_channel=Ludovox
ok,758,Faux culte! le pire contre attaque,R,EXP,EXP,neuf,14+,20 min,2+,,16.5,1,,,220,,,21 06 2025,,,,Harrison Delcros,,"Harrison Delcros, Marion Delcros",,Gigamic,,,,,2024-2025,Adultes,,"220 cartes, 1 régles",21/06/2025,https://www.youtube.com/watch?v=XbaquhQjZws&ab_channel=MomentLudique
ok,759,Apéro culte spécial mimes,R,EXP,EXP,neuf,,,2-10,,5.99,1,,,240,,,21 06 2025,,,,,,,,,,,,,2024-2025,Adultes,,"240 cartes,6 intercalaires.",21/06/2025,
ok,760,micro macro crime city,R,ENQ,ENQ,neuf,10+,15-45,1-4,,24.5,2,,,120,,,21 06 2025,,,,"Daniel Goll, Johannes Sich",,Johannes Sich,,black rock game,,,,,2024-2025,Adultes,"24 cartes enquêtes, 4 enveloppes","1 plan de la ville, 120 cartes enquête, 1 loupe, 16 enveloppes, 1 regle",21/06/2025,https://www.youtube.com/watch?v=6SwKBBMq-Jc&ab_channel=Ludovox
ok,761,jungle speed geant,R,ADR,ADR,neuf,7+,15 min,3-9,,25,2,,,28,,,21 06 2025,,,,Thomas Vuarchex,,"Thomas Vuarchex, Pierric Yakovenhko",,,,,,,2024-2025,Animations,,"28 carte symbole, 4 bases d'équipe, 10 jetons totem, 1 drapeau totem, 1 régle",21/06/2025,https://www.youtube.com/watch?v=oCexQHQ9RhU&ab_channel=StudioZygomatic
ok,762,Fun facts,R,EXP,EXP,neuf,8+,30 min,4-8,,19.9,1,,,195,,,21 06 2025,,,,Kasper Lapp,,,,repos production,,,,,2024-2025,Adultes,,"195 cartes, 8 fleches, 8 marqueurs effacables, 1 étoiles, 1 tableau des légendes, 1 régle",21/06/2025,https://www.youtube.com/watch?v=KcrlpLOglGs&ab_channel=Ludovox
ok,763,Behind,R,ENQ,ENQ,neuf,10+,45 à 90 min,1+,,23,2,,,,,,21 06 2025,,,,"Maud Chalmel, Piero, Martin Vidberg",,Cédric Millet,,KYF edition,,,,,2024-2025,Adultes,,"180 tuiles ( 56 le vol; 54 le professeur; 70 imhotep), 18 cartyes indices ( 6 par tableau) 1 régle",21/06/2025,https://www.youtube.com/watch?v=CvhwS_zgrTw&ab_channel=Ludovox
ok,764,MLEM space agency,R,PAR,PAR,neuf,8+,30-60 min,2-6,,27.95,2,,,,,,09.07.2025,,,,Joanna Rzepecka,,Reiner Knizia,,Rebel,,,,,2024-2025,Adultes,,"1 plateau fusée, 4 pions objectifs, 64 pions PV (20 de 1, 20 de 3, 12 de 5, 12 de 10), 1 marqueur fusee, 6 dés, 5 plateaux joueur, 1 pions echec cosmique, 40 pions chastronautes. 1 régle, 1 plateau tissu.  variante exploirations : 20 pions variante missions secretes  : 20 pions missions variante OVNI: 5 pions ovni, 14 pions expéditions, 1 marqueur ovni",09/07/2025,https://www.youtube.com/watch?v=EL4JL4ZbXUc&ab_channel=Ludovox
ok,765,Mint Works,R,REF,REF,neuf,14+,10-20 min,1-4,,13,1,,,,,,09.07.2025,,,,,,,,Lucky duck games,,,,,2024-2025,Adultes,,"1 regle, 1 jetons premier joueur, 30 mints blanc de 1 , 6 mints rouge de 5, 33 cartes (10 lieu, 21 plan, 2 cartes IA).",09/07/2025,https://www.youtube.com/watch?v=QBuWCYCxHMY&ab_channel=Ludovox
ok,766,Top ten 18+,R,COO,EXP,neuf,18+,,4-9,,12,1,,,,,,09.07.2025,,,,,,,,,,,,,2024-2025,Adultes,,"126 cartes theme, 10 cartes numéro, 1 tapis, 8 jetons, 1 regles",09/07/2025,https://www.myludo.fr/#!/search/Top%20Ten%2018%2B/games/*/*/*/*/*/*/18/bymagic
ok,767,High score,R,HAS,HAS,neuf,8+ ,30 min,2-5,,16.5,1,,,,,,09.07.2025,,,,,,Reiner Knizia,,Iello,,,,,2024-2025,Adultes,,"1 plateau, 5 cubes, 5 marqueurs 30 points, 7 dés, 21 cartes defi, 21 jetons points (7 or, 7 argent, 7 bronze), 1 regle",09/07/2025,Ludochrono - High Score - YouTube
ok,768,Little tavern,R,COM,COM,neuf,8+,25 min,3-5,,17,1,,,,,,09.07.2025,,,,,,,,Repos production,,,,accessible daltoniens,2024-2025,Adultes,,"56 cartes, 5 tables, 44 piéces, 1 régle",09/07/2025,Ludochrono - Little Tavern - YouTube
ok,769,Tengu,R,PAR,COO,neuf,6+,15 min,2-4,,20,2,,,,,,09.07.2025,,,,,,,,Bankiiiz éditions,,,,,2024-2025,Enfants,,"23 tuiles forêt (1 temple, 3 chemins,12 jouet, 2 brume, 3 tornade, 2 mirage) 12 jetons jouet, pour chaque joueur : 1 planche, 8 cartes personnage, 1 pion. 4 jetons aide, 1 régle",09/07/2025,Ludochrono - Tengu - YouTube
ok,770,Festival,R,ASS,ASS,neuf,8+,20 min,2-4,,20,2,,,,,,09.07.2025,,,,,,,,Scorpion masqué,,,,accessible daltoniens,2024-2025,Enfants,,"1 jetons premier joueur, 4 tuiles spectateurs, 28 cartes objectif, 4 cartes objectif, 4 plateaux individuelle, 64 jetons, 1 régle",09/07/2025,Ludochrono - Festival - YouTube
ok,771,Fluffy valley,R,REF,REF,neuf,6+,25 min,1-4,,32,2,,,,,,09.07.2025,,,,,,,,Loki,,,,,2024-2025,Enfants,,"1 plateau prairie, 1 plateau terrier, 1 plateau saison, 4 figurine, 20 jetons buisson, 20 jetons galerie, 12 jetons hérisson, 10 jetons paille, 8 jetons belette, 14 cartes danger, 8 cartes castor, 2 sacs, 1 régle",09/07/2025,Ludochrono - Fluffy Valley - YouTube
ok,772,Café de fleur,R,COM,COM,neuf,10+,45 min,2-4,,45,3,,,,,,09.07.2025,,,,,,,,Deep print,,,,,2024-2025,Adultes,,"150 piéces en bois, 4 parquets, 1 plateau outils, 48 tuiles outil, 81 cartes, 6 marquers en bois, 4 jetons score, 1 plateau de scores, 1 régle.",09/07/2025,Intarsia / Café de Fleur - Règles - YouTube
ok,773,quoridor pac man,R,PAR,PAR,neuf,8+,15 min,2-5,,38,2,,,,,,09.07.2025,,,,,,,,Gigamic,,,,,2024-2025,Enfants,,"1 plateau, 4 fantômes, 1 casque, 3 pac-man, 4 boules, 20 murs.",09/07/2025,Ludochrono - Quoridor et Quoridor PacMan - YouTube
ok,774,Flip 7,R,COM,COM,neuf,,,,,15,1,,,,,,21 06 2025,,,,,,,,,,,,,2024-2025,Adultes,,,,
ok,775,Top 10,R,COO,EXP,occasion,14+,,4-9,,19.95,1,,,,,,14 08 2025 ,,,,,,,,,,,,,2024-2025,Adultes,5 cartes théme en +,"120 cartes théme, 10 cartes numero, 1 tapis, 8 jetons, 1 regle",14/08/2025,Ludochrono - Top ten - YouTube
ok,776,Petits meurtres et fait divers,R,ENQ,ENQ,occasion,14+,45 min,4-7,enquete,29.95,2,,,,,,14 08 2025,,,,,,,,asmodée,,,,,2024-2025,Adultes,,"1 livret inspecteur, 1 livre greffier, 4 livrets innocents, 1 livret du coupable, 1 sablier 30s, 7 cartons vote, 1 carton greffier, 7 pions, 1 plateau, 1 regle",14/08/2025,LudoChrono - Petits Meurtres et Faits Divers - YouTube
ok,777,Wingspan + Automa,R,ASS,ASS,occasion,10+,60 min,1-5,,59.95,3,,,,,,14 08 2025,,,,,,,,Matagot,,,,,2024-2025,Adultes,,"1 livre de regle, 1 appendice, 1 plateau objectif, 1 plateau oiseau, 5 plateaux joueur, 1 mangeoire/tour a des, 1 bloc de score, 170 cartes oiseau,10 cartes coin gris, 26 cartes bonus, 75 oeufs, 5 dés, 40 cubes, 103 jetons nourriture, 8 tuiles objectif, 1 jeton 1er joueur, 4 aide de jeu. AUTOMA : 11 cartes automa, 2 cartes aide de jeu, 2 cartes de décompte objectifs, 1 carte de suivi de manche.",14/08/2025,Ludochrono - Wingspan - YouTube
ok,778,Winngspan extension europe,R,ASS,ASS,occasion,10+,60 min,1-6,,34.95,2,,,,,,14 08 2025,,,,,,,,Matagot,,,,,2024-2025,Adultes,,"1 régle, 81 cartes oiseau, 15 ouefs violet (rangé dans le jeu de base), 5 cartes bonus, 4 cartes automa, 1 rangement, 1 bloc score, 5 tuiles objectif, 38 jetons nourriture (rangés avec le jeu de base), 1 tuile reference.",14/08/2025,Ludochrono - Wingspan - YouTube
,780,Détanque,R,ADR,ADR,Neuf,,,,,65,3,,,,,,14 08 2025,,,,,,,,,,,,,2024-2025,Animations,,,,
ok,781,Avant Après,R,ENQ,,Neuf,10+,20/30 min,2-6,,20,2,,,,,,14 08 2025,,,,,,,,,,,,,2024-2025,Adultes,,"1 régle, 12 feuilles illustrations, 6 livrets enquête.",02/11/2025,https://www.youtube.com/watch?v=-Z0g6omwOV4
ok,782,Danger,R,COM,COM,Neuf,10+,25 min,3-5,,12,1,,,,,,14 08 2025,,,,,,,,,,,,,2024-2025,Adultes,,"1 régle,1 bloc score,50 cartes",02/11/2025,https://www.youtube.com/watch?v=qv70ZyI4Po8
ok,783,Zenith,R,EQU,REF,Neuf,10+,30 min,2 ou 4,,34,2,,,,,,14 08 2025,,,,,,,,,,,,,2024-2025,Adultes,,"1 régle,1 plateau technologies, 1 plateau planètes, 1 plateau diplomatie, 6 marqueurs techno, 16 jetons zenithium, 20 disque influence, 90 cartes agent, 30 jetons crédits, 16 jetons bonus, 1 jeton badge leader, 2 aides de jeu, 1 lexique icones.",02/11/2025,https://www.youtube.com/watch?v=cKjOd1lekeY
ok,784,Toy Battle,R,PAR,,Neuf,8+,15 min,2,,26,2,,,,,,14 08 2025,,,,,,,,,,,,,2024-2025,,,"48 tuiles troupes, 4 plateaux, 16 pions médailles, 2 supports, 2 boites de rangements, 1 aide de jeux.",31/10/2025,https://www.youtube.com/watch?v=D7uEBhEY9TM
,785,Mycelia,R,REF,,,,,,,36,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,786,Agent Avenue,R,PAR,,,,,,,22,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,787,Casque Cheque Chat,R,EXP,,,,,,,18,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,788,Foret Mixte - Exploration,R,ASS,,neuf,10+,60 min,1-5,,10,1,,,,,,02-11-2025,,,,,,,,,,,,Extension du jeu de base,2024/2025,,,55 cartes,02/11/2025,https://www.youtube.com/watch?v=OWEpTHFRTq8
ok,789,Daybreak,R,COO,,neuf,10+,60-90 min,1-4,,60,3,,,,,,02-11-2025,,,,,,,,,,,,,2024-2025,,,"1 régle, 1 plateau principal, 4 plateau joueur, 2 extension de plateaux joueur, 133 cartes projet local, 25 cartes projet local de départ, 48 cartes crise,, 24 crates projet global, 42 cartes défi, 9 cartes de référence, 60 pions energie renouvable/polluante de 1, 14pions energie renouvable/polluante de 5, 69 émissions, 48 communautés en crise, 10 tuiles température, 40 cube carbone de 1, 20 cubes carbanes de 5, 6 marqueurs consequence, 1 marqueur de round, 4marqueurs actif, 4 marqueurs demande energie,, 8 DAC de 1, 1 DAC de 5, 8 arbres de 1, 5 arbres de 5, 8 océans de 1, 3 océans de 5 , 1 dés consenquence, 1 dés geoingénierie, 4 bac de rangement.",02/11/2025,https://www.youtube.com/watch?v=rdByHdJDDQ0
,790,Daybreak,R,,,,,,,,26,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,791,Les dents de la mer,R,,,occasion,12+,,2-4,,22,2,,,,,,02-11-2025,,,,,,,,,,,,,2025/2026,,2 tuiles bateau,"1 régle,1 plateau,1 pion requin,2 pions bateau, 3 pions perso, 16 cartes bonus, 16 cartes surface, 22 cartes équipement, 16 cartes événement, 3 dés, 1 bloc action requin, 4 fiche perso, 4 curseurs, 8 tuiles bateau,40 tuiles et jetons divers, ",02/11/2025,https://www.youtube.com/watch?v=yqzy420cYnE
ok,792,Nidavellir,R,,,occasion,10+,45 min,2-5,,33.5,2,,,,,achat armoire a jeux,31/10/2025,,,,,,,,,,,,,2025/2026,,"1 piéce d'or, 1 trésor royal","87 cartes Nain(e),5 cartes Distinction,5 cartes Offrande Royale,21 cartes Héros/Héroïne,3 enseignes de taverne,5 plateaux individuels
Carte du Royaume,3 marqueurs Échange de gemmes,6 gemmes,60 pièces d'or,1 Trésor Royal,4 porte-cartes,1 carnet de score",31/10/2025,https://www.youtube.com/watch?v=zZiu6ZAZNGs
,793,La Prophétie des dragons,R,ENQ,,,,,,,25,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,794,Frère de la côte,R,ENQ,,,,,,,25,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,795,Hit Z Road,R,COO,,,,,,,33,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,796,Robins des bois,R,COO,,,,,,,55,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,797,Archipelago + extension solo,R,,,occasion,14+,30-240 min,2-5,,50,3,,,,,achat armoire a jeux,03-11-2025,,,,,,,,,,,,,2025/2026,,"- 1 florin de 5, -1 cube bleu, -1 cube blanc,","1 régle, 1 roue action R/V, 30 cartes objectif secret, 25 exagone de région,51 piéces de monnaie (21 de 5, 30 de 1). 48 cartes évolutions, 12 cartes tendance, 82 cubes ( 15 vert, 15 brun, 15 bleu, 15 marron, 12 blanc, 10 noir) , 5 ensemble de 20 pions, 13 jetons marché/port, 13 jetons ville/temple, 24 jetons explorateur, 5 paravents, 1 piste évolution, 1 plateau marché intérieur, 1 plateau marché extérieur, 1 plateau stabilité, 1 meeple blanc, 1 meeple noir, 1 meeple gris, 1 plateau travailleurs. extension solo : 27 cartes personnage.",03/11/2025,https://www.youtube.com/watch?v=3O_CXburLXc
,798,Art Moderne,R,,,,,,,,70,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,799,zombies la blonde la brute et le truand,R,,,occasion,14+,60 min,3-6,,50,3,,,,,armoire a jeux,31/10/2025,,,,,,,,,,,,boite abimée,2025/2026,,"1 figurine zombie,","1 plateau, 5 caches, 21 pions personnages, 30 figurines zombie, 6 planches de vote, 4 dés, 1 cache pour les dés, 21 cartons action, 1 marqueur chef",31/10/2025,"LudoChrono - Zombies, the Blonde, the Brute and the Ugly - YouTube"
ok,800,Aargh! Tecte,R,,,occasion,8+,45 min,3-8,,40,3,,,,,armoire a jeux,29/10/2025,,,,,,,,,,,,,2025/2026,,,"1 régle,2 sets d'élements de construction (10 piéces, 2 de chaque couleur), 2 massues gonflable, 2 feuilles de décodage, 24 cartes projet.",29/10/2025,
,801,Perspectives,R,,,,,,,,32,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,802,Dive,R,,,,,,,,32,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,803,Les chevaliers de la table ronde,R,,,,,,,,90,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,804,Rencontre Cosmique,R,,,,,,,,93,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,805,Battlestar Galactica,R,EQU,,,,,,,40,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,806,FormulaD,R,PAR,,,,,,,45,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,807,A la conquête des catacombes,R,,,,,,,,20,2,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,808,Les aventuriers du rail - Mon premier voyage,R,PAR,,occasion,6+,,2-4,,27,2,,,,,,06-11-2025,,,,,,,,,,,,boite abimée,2025/2026,,"en plus : 2 wagons rouge, 1 jaune et 2 verts. manque: 1 carte wagon, 1 carte ticket,","1 régle, 1 plateau, 80 wagons, 72 cartes train, 32 tickets, 4 cartes bonus, 1 ticket d'or.",06/11/2025,https://www.youtube.com/watch?v=nToqprsBTPA
ok,809,Mon P'tit Everdell,9*/+8c,,,neuf,6+,30 min,1-4,,40,3,,,,,,06-11-2025,,,,,,,,,,,,,2024/2025,,,"1 régle, 1 plateau, 4 plateau maison, 54 cartes principal, 16 tuiles parade, 1 jetons soleil, 1 jeton lune, 4 carte capitaine, 4 cartes fort, 3 papillons, 3 renaards, 3 lézards, 3 souris, baies, brindilles, résine, jetons point, jetons bai brindille et résine supplémentaires, 4 dés ressources, 1 carte victoire, 1 carte partie solo, 1 dés 8 faces, 4 cageots.",06/11/2025,https://www.youtube.com/watch?v=oOLedwcVku8
,810,Dark Darker Darkest,R,COO,,,,,,,60,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,811,Rythme and Boulet,R,ADR,,,,,,,12,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,812,Bobby Sitter,R,,,occasion,5+,2-6,5-10 min,,20,2,,,,,,06-11-2025,,,,,,,,,,,,régle abimée,2025/2026,,9 jetons,"1 régle, 56 cartes, 25 jetons, 1 pion mouton, 5 pions booby",06/11/2025,
ok,813,Carta Impera Victoria,R,,,neuf,8+,20 min ,2-4,,18,1,,,,,,11-02-2025,,,,,,,,,,,,,2025/2026,,,"1 régle, 4 aides de jeu, 1 piéce majorité, 104 cartes",02/11/2025,https://www.youtube.com/watch?v=QihsHYonnLc
,814,Similo - les animaux fantastiques,R,,,,,,,,12,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,815,Time Bomb,R,EQU,,,,,,,14,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,816,Thingvellir (ext. Nidavellir),R,,,,,,,,"13,5",3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,817,Star Wars - Empire et rébellion,R,,,,,,,,12,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
ok,818,Key Largo,R,,,occasion,10+,45 min,3-5,,10,1,,,,,achat armoire a jeux,31/10/2025,,,,,,,,,,,,,2025/2026,,,"Plateau de jeu,5 bateaux,1 bouée 1er joueur,130 cartes,15 plongeurs,20 tuyaux,10 tridents et 10 poids,Argent, 1 régle",31/10/2025,
ok,819,Claustrophobia,R,,,occasion,14+,45 min,2,,50,3,,,,,achat armoire a jeux,04-11-2025,,,,,,,,,,,,boite abimée,2025/2026,,"- 3 jetons menace,-1 jeton troglodyte, -1 jeton trésor, 1 des 6 faces noir remplacé par un blanc.","1 régle, 36 tuiles couloir/salle,17 figurines, 5 cartes de référence humaains, 5 pupitres, 25 pions dégats, 6 cartes de don, 6 cartes objet, 15 cartes avantage, 1 planche destinée, 7 cartes référence démons, 16 cartes événements, 20 jetons menace, 10 jeton blessures, 3 jetons trou sol, 2 jetons troglodyte, 1 jeton courage, 4 jetons trésor, 3 jetons sceau protecteur, 1 de 10 faces, 12 des 6 faces,",04/11/2025,https://www.youtube.com/watch?v=LB0l0yxQcbc
,820,La Crypte de la Créature,R,,,,,,,,60,3,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
,821,Guilty : Houston 2015,R,ENQ,,,,,,,18,1,,,,,,20/09/2025,,,,,,,,,,,,,,,,,,
